Ticker, Price, High, Low, Volume, Last_Close, Absolute_Change, Percentage_Change
'DGE', 2481.0, 2487.5, 2468.5, 2217757.0, 2479.0, 2.0, 0.08
'DLG', 387.8, 391.2, 385.9, 4420081.0, 387.9, -0.1, -0.03
'EZJ', 1685.0, 1695.0, 1663.5, 453751.0, 1679.0, 6.0, 0.36
'EVR', 432.9, 436.3, 425.8, 899169.0, 438.0, -5.1, -1.16
'EXPN', 1557.0, 1558.0, 1546.5, 288948.0, 1557.5, -0.5, -0.03
'FERG', 5180.0, 5216.0, 5138.0, 207862.0, 5186.0, -6.0, -0.12
'FRES', 1242.5, 1277.5, 1232.5, 402311.0, 1273.0, -30.5, -2.4
'GFS', 263.7, 264.1, 260.7, 698165.0, 265.6, -1.9, -0.72
'GKN', 435.4, 435.7, 428.0, 3348441.0, 430.7, 4.7, 1.09
'GSK', 1313.8, 1316.2, 1294.4, 2293209.0, 1303.8, 10.0, 0.77
'GLEN', 388.7, 393.5, 386.45, 13131509.0, 396.5, -7.8, -1.97
'HLMA', 1212.0, 1214.0, 1208.0, 147246.0, 1213.0, -1.0, -0.08
'HMSO', 450.4, 454.7, 448.0, 2154010.0, 455.7, -5.3, -1.16
'HL.', 1724.0, 1727.0, 1712.0, 153336.0, 1725.5, -1.5, -0.09
'HSBA', 722.6, 723.9, 714.3, 7219015.0, 719.2, 3.4, 0.47
'IMB', 2618.5, 2639.0, 2590.0, 828179.0, 2606.0, 12.5, 0.48
'INF', 695.6, 699.2, 675.4, 1300666.0, 686.0, 9.6, 1.4
'IHG', 4724.0, 4724.0, 4663.0, 120892.0, 4699.0, 25.0, 0.53
'ITRK', 4933.0, 4940.0, 4889.0, 80766.0, 4925.0, 8.0, 0.16
'IAG', 610.0, 610.4, 598.8, 2170816.0, 603.4, 6.6, 1.09
'ITV', 161.0, 169.75, 157.05, 31132986.0, 173.2, -12.2, -7.04
'JMAT', 3145.0, 3155.0, 3125.0, 169545.0, 3155.0, -10.0, -0.32
'JE.', 881.4, 881.6, 871.0, 583903.0, 875.0, 6.4, 0.73
'KGF', 360.6, 361.1, 350.0, 6545773.0, 362.5, -1.9, -0.52
'LAND', 926.1, 929.2, 915.7, 810860.0, 927.5, -1.4, -0.15
'LGEN', 264.7, 265.3, 262.6, 3063177.0, 263.4, 1.3, 0.49
'LLOY', 69.18, 69.22, 68.69, 33430029.0, 69.03, 0.15, 0.22
'LSE', 4072.0, 4076.0, 4009.0, 77240.0, 4054.0, 18.0, 0.44
'MKS', 298.2, 299.4, 295.9, 753740.0, 300.0, -1.8, -0.6
'MDC', 599.0, 604.6, 594.0, 783969.0, 607.2, -8.2, -1.35
'MCRO', 2070.0, 2074.0, 2052.0, 341488.0, 2060.0, 10.0, 0.49
'MNDI', 1898.0, 1900.5, 1872.0, 439883.0, 1893.5, 4.5, 0.24
'MRW', 225.5, 226.2, 222.2, 2026273.0, 224.9, 0.6, 0.27
'NG.', 750.3, 754.6, 745.7, 2670869.0, 756.5, -6.2, -0.82
'NXT', 4863.0, 4909.0, 4860.0, 103258.0, 4912.0, -49.0, -1.0
'NMC', 3474.0, 3506.0, 3468.0, 77314.0, 3516.0, -42.0, -1.19
'OML', 257.5, 258.0, 255.4, 3222304.0, 257.8, -0.3, -0.12
'PPB', 8540.0, 8575.0, 8500.0, 116615.0, 8585.0, -45.0, -0.52
'PSON', 729.6, 730.0, 720.0, 1169471.0, 727.0, 2.6, 0.36
'PSN', 2599.0, 2630.0, 2555.0, 1182071.0, 2604.0, -5.0, -0.19
'PRU', 1851.5, 1852.0, 1828.5, 990078.0, 1841.0, 10.5, 0.57
'RRS', 5882.0, 5942.0, 5816.0, 322270.0, 5948.0, -66.0, -1.11
'RDSA', 2309.5, 2312.5, 2287.5, 1414616.0, 2302.5, 7.0, 0.3
'RDSB', 2328.5, 2332.0, 2299.0, 1148496.0, 2316.5, 12.0, 0.52
'RB.', 5807.0, 5883.0, 5772.0, 568503.0, 5841.0, -34.0, -0.58
'REL', 1492.5, 1496.5, 1480.0, 1005513.0, 1491.0, 1.5, 0.1
'RTO', 291.5, 291.6, 288.2, 2651535.0, 292.1, -0.6, -0.21
'RIO', 3942.0, 4017.5, 3916.5, 1930533.0, 4047.5, -105.5, -2.61
'RR.', 852.2, 852.8, 846.0, 555220.0, 852.4, -0.2, -0.02
'RBS', 268.9, 270.3, 267.9, 4847053.0, 270.4, -1.5, -0.55
'RSA', 635.8, 636.6, 630.6, 958768.0, 633.6, 2.2, 0.35
'SGE', 695.2, 696.0, 687.6, 678449.0, 692.2, 3.0, 0.43
'SBRY', 259.6, 260.5, 255.3, 2285747.0, 257.7, 1.9, 0.74
'SDR', 3472.0, 3488.0, 3451.0, 96843.0, 3471.0, 1.0, 0.03
'SMT', 464.4, 467.4, 462.0, 766024.0, 467.0, -2.6, -0.56
'SGRO', 564.4, 574.4, 563.4, 810418.0, 575.2, -10.8, -1.88
'SVT', 1736.0, 1757.5, 1723.0, 208400.0, 1757.5, -21.5, -1.22
'SHP', 3096.0, 3125.0, 3028.0, 818247.0, 3054.0, 42.0, 1.38
'SKY', 1330.0, 1340.5, 1320.0, 2567470.0, 1331.5, -1.5, -0.11
'SN.', 1281.0, 1283.5, 1277.5, 423908.0, 1284.0, -3.0, -0.23
'SMDS', 482.0, 482.3, 480.0, 706909.0, 483.0, -1.0, -0.21
'SMIN', 1602.5, 1604.5, 1587.5, 155724.0, 1600.0, 2.5, 0.16
'SKG', 2526.0, 2528.0, 2498.0, 91913.0, 2528.0, -2.0, -0.08
'SSE', 1237.5, 1239.5, 1228.5, 875008.0, 1241.0, -3.5, -0.28
'STJ', 1158.0, 1173.0, 1113.5, 982786.0, 1125.5, 32.5, 2.89
'STAN', 817.4, 825.0, 810.4, 2430197.0, 839.0, -21.6, -2.57
'SLA', 373.1, 374.5, 370.7, 1982698.0, 374.0, -0.9, -0.24
'TW.', 187.85, 190.35, 181.2, 16792873.0, 193.75, -5.9, -3.05
'TSCO', 214.4, 215.0, 205.6, 24655335.0, 207.1, 7.3, 3.52
'TUI', 1546.5, 1551.0, 1535.0, 366780.0, 1553.0, -6.5, -0.42
'ULVR', 3755.0, 3761.0, 3728.0, 671736.0, 3752.0, 3.0, 0.08
'UU.', 675.4, 682.6, 668.8, 687352.0, 681.6, -6.2, -0.91
'VOD', 204.2, 204.55, 202.95, 11098805.0, 204.8, -0.6, -0.29
'WTB', 3930.0, 3931.0, 3894.0, 67295.0, 3928.0, 2.0, 0.05
'WPP', 1389.5, 1395.0, 1364.5, 1118124.0, 1374.0, 15.5, 1.13
