Ticker, Price, High, Low, Volume, Last_Close, Absolute_Change, Percentage_Change
'III', 945.2, 945.8, 934.6, 403892.0, 948.0, -2.8, -0.3
'ABF', 2644.0, 2667.0, 2635.0, 209345.0, 2661.0, -17.0, -0.64
'ADM', 1908.5, 2054.0, 1861.0, 1263843.0, 1931.0, -22.5, -1.17
'AAL', 1796.0, 1824.8, 1792.4, 1965522.0, 1842.0, -46.0, -2.5
'ANTO', 886.4, 900.2, 883.4, 1430115.0, 905.8, -19.4, -2.14
'AHT', 2109.0, 2109.0, 2078.0, 512190.0, 2108.0, 1.0, 0.05
'AZN', 4812.5, 4844.0, 4788.0, 531254.0, 4795.0, 17.5, 0.36
'AV.', 506.2, 507.2, 502.0, 2264423.0, 506.0, 0.2, 0.04
'BA.', 582.0, 582.2, 567.6, 1522271.0, 572.6, 9.4, 1.64
'BARC', 214.2, 214.8, 210.9, 21984746.0, 212.0, 2.2, 1.04
'BDEV', 542.8, 547.8, 535.8, 2215349.0, 548.0, -5.2, -0.95
'BKG', 3876.0, 3903.0, 3828.0, 153788.0, 3892.0, -16.0, -0.41
'BLT', 1490.6, 1512.2, 1481.6, 3176766.0, 1525.0, -34.4, -2.26
'BP.', 479.3, 480.0, 475.1, 8558004.0, 478.2, 1.1, 0.23
'BATS', 4366.0, 4402.5, 4337.5, 1345531.0, 4397.5, -31.5, -0.72
'BLND', 630.2, 636.0, 626.8, 985637.0, 637.2, -7.0, -1.1
'BT.A', 243.6, 244.6, 240.8, 8096485.0, 243.25, 0.35, 0.14
'BNZL', 1973.5, 1974.0, 1958.5, 370449.0, 1969.5, 4.0, 0.2
'BRBY', 1542.5, 1543.5, 1527.0, 258980.0, 1538.0, 4.5, 0.29
'CCL', 4823.0, 4823.0, 4772.0, 212798.0, 4821.0, 2.0, 0.04
'CNA', 142.4, 142.5, 140.55, 5287616.0, 141.8, 0.6, 0.42
'CCH', 2420.0, 2445.0, 2397.0, 224907.0, 2442.0, -22.0, -0.9
'CPG', 1554.5, 1555.0, 1542.5, 547493.0, 1550.0, 4.5, 0.29
'CRH', 2422.0, 2439.0, 2411.0, 490999.0, 2436.0, -14.0, -0.57
'CRDA', 4587.0, 4594.0, 4527.0, 88493.0, 4550.0, 37.0, 0.81
'DCC', 6700.0, 6730.0, 6675.0, 33877.0, 6735.0, -35.0, -0.52
