Ticker, Price, High, Low, Volume, Last_Close, Absolute_Change, Percentage_Change, Market_Cap
'III', 917.4, 920.4, 903.8, 406130.0, 906.0, 11.4, 1.26, 8813.7
'ABF', 2589.0, 2625.0, 2589.0, 390273.0, 2607.0, -18.0, -0.69, 20638.95
'ADM', 1848.0, 1853.0, 1834.0, 269947.0, 1845.0, 3.0, 0.16, 5254.24
'AAL', 1690.8, 1710.6, 1664.6, 1951439.0, 1687.6, 3.2, 0.19, 23704.11
'ANTO', 852.8, 857.8, 839.8, 1072280.0, 842.6, 10.2, 1.21, 8306.9
'AHT', 2036.0, 2049.0, 2010.0, 731176.0, 1998.5, 37.5, 1.88, 9977.03
'AZN', 4765.0, 4781.0, 4715.0, 1085067.0, 4736.0, 29.0, 0.61, 59940.74
'AV.', 497.6, 500.8, 495.1, 3591183.0, 497.5, 0.1, 0.02, 19955.75
'BA.', 573.8, 578.6, 570.4, 1586470.0, 576.0, -2.2, -0.38, 18336.61
'BARC', 205.3, 207.2, 204.35, 47790290.0, 205.3, 0.0, 0.0, 34962.98
'BDEV', 538.0, 546.4, 530.8, 2002547.0, 532.4, 5.6, 1.05, 5361.14
'BKG', 3792.0, 3816.0, 3757.0, 179854.0, 3765.0, 27.0, 0.72, 5098.39
'BLT', 1427.6, 1432.8, 1404.6, 4244573.0, 1412.6, 15.0, 1.06, 29823.99
'BP.', 464.9, 468.75, 464.65, 20717381.0, 464.1, 0.8, 0.17, 91324.93
'BATS', 4174.0, 4222.5, 4168.5, 1415732.0, 4220.0, -46.0, -1.09, 96969.16
'BLND', 633.0, 634.6, 626.8, 928845.0, 627.6, 5.4, 0.86, 6311.47
'BT.A', 237.3, 238.9, 235.7, 5520015.0, 236.25, 1.05, 0.44, 23531.66
'BNZL', 1961.0, 1961.5, 1948.0, 344830.0, 1950.0, 11.0, 0.56, 6545.61
'BRBY', 1646.5, 1658.0, 1633.5, 731572.0, 1634.5, 12.0, 0.73, 6980.67
'CCL', 4638.0, 4653.0, 4603.0, 235030.0, 4621.0, 17.0, 0.37, 9860.68
'CNA', 141.4, 142.85, 140.5, 23402490.0, 141.4, 0.0, 0.0, 7907.62
'CCH', 2373.0, 2379.0, 2357.0, 914872.0, 2364.0, 9.0, 0.38, 8607.93
'CPG', 1522.5, 1530.5, 1520.5, 884050.0, 1524.0, -1.5, -0.1, 24096.33
'CRH', 2453.0, 2471.0, 2394.0, 803878.0, 2399.0, 54.0, 2.25, 20050.98
'CRDA', 4467.0, 4505.0, 4437.0, 147897.0, 4456.0, 11.0, 0.25, 5854.86
'DCC', 6565.0, 6605.0, 6505.0, 88875.0, 6515.0, 50.0, 0.77, 5786.39
'DGE', 2387.0, 2392.0, 2379.5, 1283695.0, 2381.5, 5.5, 0.23, 59949.19
'DLG', 374.1, 375.3, 372.0, 2558794.0, 373.8, 0.3, 0.08, 5139.75
'EZJ', 1576.0, 1605.5, 1571.0, 750763.0, 1577.0, -1.0, -0.06, 6263.97
'EVR', 439.7, 448.6, 435.6, 949610.0, 444.3, -4.6, -1.04, 6362.61
'EXPN', 1521.0, 1528.0, 1518.5, 438423.0, 1520.5, 0.5, 0.03, 14154.38
'FERG', 5132.0, 5152.0, 5086.0, 113912.0, 5098.0, 34.0, 0.67, 12894.84
'FRES', 1201.0, 1206.5, 1192.0, 353782.0, 1197.5, 3.5, 0.29, 8824.3
'GFS', 254.4, 256.8, 253.2, 1221295.0, 254.3, 0.1, 0.04, 3945.7
'GKN', 421.5, 427.5, 416.9, 31675095.0, 420.0, 1.5, 0.36, 7212.75
'GSK', 1302.0, 1302.2, 1289.8, 1611973.0, 1290.0, 12.0, 0.93, 63434.88
'GLEN', 361.95, 368.9, 359.5, 18228970.0, 364.5, -2.55, -0.7, 52468.83
'HLMA', 1172.0, 1175.0, 1167.0, 469523.0, 1166.0, 6.0, 0.51, 4421.28
'HMSO', 450.4, 450.9, 444.4, 2359893.0, 447.9, 2.5, 0.56, 3552.69
'HL.', 1684.5, 1695.5, 1654.0, 420651.0, 1657.0, 27.5, 1.66, 7859.46
'HSBA', 700.0, 706.1, 699.4, 9342427.0, 705.0, -5.0, -0.71, 141347.75
'IMB', 2575.0, 2599.5, 2574.0, 558776.0, 2584.0, -9.0, -0.35, 24773.09
'INF', 702.6, 704.0, 696.2, 2106151.0, 697.6, 5.0, 0.72, 5748.26
'IHG', 4484.0, 4504.0, 4441.0, 227924.0, 4454.0, 30.0, 0.67, 8462.16
'ITRK', 4873.0, 4895.0, 4853.0, 171872.0, 4873.0, 0.0, 0.0, 7864.56
'IAG', 611.8, 619.4, 610.8, 4130712.0, 615.0, -3.2, -0.52, 12620.44
'ITV', 152.1, 155.2, 152.1, 6432911.0, 153.9, -1.8, -1.17, 6195.1
