Ticker, Price, High, Low, Volume, Last_Close, Absolute_Change, Percentage_Change, Market_Cap
'III', 913.6, 918.6, 903.8, 293730.0, 906.0, 7.6, 0.84, 8813.7
'ABF', 2593.0, 2625.0, 2592.0, 217164.0, 2607.0, -14.0, -0.54, 20638.95
'ADM', 1837.5, 1853.0, 1835.5, 140884.0, 1845.0, -7.5, -0.41, 5254.24
'AAL', 1696.0, 1710.6, 1664.6, 1669089.0, 1687.6, 8.4, 0.5, 23704.11
'ANTO', 853.4, 857.8, 839.8, 855807.0, 842.6, 10.8, 1.28, 8306.9
'AHT', 2031.0, 2049.0, 2010.0, 562288.0, 1998.5, 32.5, 1.63, 9977.03
'AZN', 4747.5, 4759.5, 4715.0, 572078.0, 4736.0, 11.5, 0.24, 59940.74
'AV.', 499.2, 500.8, 495.1, 2778560.0, 497.5, 1.7, 0.34, 19955.75
'BA.', 574.6, 578.6, 570.4, 1161381.0, 576.0, -1.4, -0.24, 18336.61
'BARC', 205.85, 207.2, 204.35, 12228005.0, 205.3, 0.55, 0.27, 34962.98
'BDEV', 540.6, 546.4, 530.8, 1616620.0, 532.4, 8.2, 1.54, 5361.14
'BKG', 3793.0, 3816.0, 3757.0, 147162.0, 3765.0, 28.0, 0.74, 5098.39
'BLT', 1427.4, 1432.8, 1404.6, 3102140.0, 1412.6, 14.8, 1.05, 29823.99
'BP.', 465.4, 468.75, 464.7, 7082052.0, 464.1, 1.3, 0.28, 91324.93
'BATS', 4194.0, 4222.5, 4175.0, 1166878.0, 4220.0, -26.0, -0.62, 96969.16
'BLND', 632.2, 634.6, 626.8, 780664.0, 627.6, 4.6, 0.73, 6311.47
'BT.A', 236.85, 238.9, 235.7, 4123174.0, 236.25, 0.6, 0.25, 23531.66
'BNZL', 1954.5, 1961.5, 1948.0, 256605.0, 1950.0, 4.5, 0.23, 6545.61
'BRBY', 1636.0, 1658.0, 1635.0, 539283.0, 1634.5, 1.5, 0.09, 6980.67
'CCL', 4638.0, 4653.0, 4603.0, 173569.0, 4621.0, 17.0, 0.37, 9860.68
'CNA', 142.0, 142.85, 140.5, 10306000.0, 141.4, 0.6, 0.42, 7907.62
'CCH', 2372.0, 2379.0, 2357.0, 130949.0, 2364.0, 8.0, 0.34, 8607.93
'CPG', 1522.5, 1530.5, 1520.5, 745899.0, 1524.0, -1.5, -0.1, 24096.33
'CRH', 2452.0, 2471.0, 2394.0, 610207.0, 2399.0, 53.0, 2.21, 20050.98
'CRDA', 4457.0, 4505.0, 4437.0, 103502.0, 4456.0, 1.0, 0.02, 5854.86
'DCC', 6575.0, 6605.0, 6505.0, 64629.0, 6515.0, 60.0, 0.92, 5786.39
'DGE', 2387.0, 2392.0, 2379.5, 821815.0, 2381.5, 5.5, 0.23, 59949.19
'DLG', 374.0, 374.6, 372.0, 992554.0, 373.8, 0.2, 0.05, 5139.75
'EZJ', 1575.0, 1605.5, 1571.0, 564578.0, 1577.0, -2.0, -0.13, 6263.97
'EVR', 436.9, 448.6, 435.6, 615614.0, 444.3, -7.4, -1.67, 6362.61
'EXPN', 1521.0, 1528.0, 1518.5, 274248.0, 1520.5, 0.5, 0.03, 14154.38
'FERG', 5126.0, 5152.0, 5086.0, 72499.0, 5098.0, 28.0, 0.55, 12894.84
'FRES', 1201.0, 1206.5, 1192.0, 288047.0, 1197.5, 3.5, 0.29, 8824.3
'GFS', 255.3, 256.8, 253.2, 807177.0, 254.3, 1.0, 0.39, 3945.7
'GKN', 422.2, 427.5, 416.9, 2352225.0, 420.0, 2.2, 0.52, 7212.75
'GSK', 1295.0, 1296.6, 1289.8, 1165739.0, 1290.0, 5.0, 0.39, 63434.88
'GLEN', 363.25, 368.9, 359.5, 12235780.0, 364.5, -1.25, -0.34, 52468.83
'HLMA', 1168.0, 1175.0, 1167.0, 380218.0, 1166.0, 2.0, 0.17, 4421.28
'HMSO', 447.8, 448.4, 444.4, 1452359.0, 447.9, -0.1, -0.02, 3552.69
'HL.', 1681.5, 1695.5, 1654.0, 328978.0, 1657.0, 24.5, 1.48, 7859.46
'HSBA', 700.8, 706.1, 700.6, 7148251.0, 705.0, -4.2, -0.6, 141347.75
'IMB', 2581.0, 2599.5, 2574.5, 446053.0, 2584.0, -3.0, -0.12, 24773.09
'INF', 698.4, 702.0, 696.2, 348588.0, 697.6, 0.8, 0.11, 5748.26
'IHG', 4473.0, 4504.0, 4441.0, 159930.0, 4454.0, 19.0, 0.43, 8462.16
'ITRK', 4879.0, 4894.0, 4853.0, 147615.0, 4873.0, 6.0, 0.12, 7864.56
'IAG', 613.4, 619.4, 612.8, 2038019.0, 615.0, -1.6, -0.26, 12620.44
'ITV', 152.45, 155.2, 152.25, 5094517.0, 153.9, -1.45, -0.94, 6195.1
'JMAT', 3048.0, 3080.0, 3027.0, 105523.0, 3030.0, 18.0, 0.59, 5864.06
'JE.', 855.4, 858.0, 843.2, 1272889.0, 849.0, 6.4, 0.75, 5765.06
'KGF', 348.3, 350.5, 347.5, 1306383.0, 347.8, 0.5, 0.14, 7537.43
'LAND', 913.0, 918.5, 911.4, 483035.0, 913.0, 0.0, 0.0, 6768.34
'LGEN', 254.1, 255.4, 252.6, 4668583.0, 253.4, 0.7, 0.28, 15090.63
'LLOY', 66.87, 67.3, 66.6, 47593461.0, 67.0, -0.13, -0.19, 47878.18
