Ticker, Price, High, Low, Volume, Last_Close, Absolute_Change, Percentage_Change
'III', 941.0, 945.8, 934.6, 318742.0, 948.0, -7.0, -0.74
'ABF', 2641.0, 2667.0, 2641.0, 167161.0, 2661.0, -20.0, -0.75
'ADM', 1898.5, 2054.0, 1863.0, 991458.0, 1931.0, -32.5, -1.68
'AAL', 1796.2, 1824.8, 1794.2, 1509776.0, 1842.0, -45.8, -2.49
'ANTO', 885.4, 900.2, 883.4, 788911.0, 905.8, -20.4, -2.25
'AHT', 2094.0, 2098.0, 2078.0, 415467.0, 2108.0, -14.0, -0.66
'AZN', 4810.5, 4844.0, 4788.0, 419597.0, 4795.0, 15.5, 0.32
'AV.', 505.8, 507.2, 502.0, 1722820.0, 506.0, -0.2, -0.04
'BA.', 578.6, 579.8, 567.6, 991243.0, 572.6, 6.0, 1.05
'BARC', 214.15, 214.8, 210.9, 18533205.0, 212.0, 2.15, 1.01
'BDEV', 547.6, 547.8, 535.8, 1869115.0, 548.0, -0.4, -0.07
'BKG', 3893.0, 3903.0, 3828.0, 133015.0, 3892.0, 1.0, 0.03
'BLT', 1483.8, 1512.2, 1481.6, 2446956.0, 1525.0, -41.2, -2.7
'BP.', 477.75, 480.0, 475.1, 7031976.0, 478.2, -0.45, -0.09
'BATS', 4369.0, 4402.5, 4337.5, 1019425.0, 4397.5, -28.5, -0.65
'BLND', 630.6, 636.0, 626.8, 815702.0, 637.2, -6.6, -1.04
'BT.A', 243.25, 244.6, 240.8, 4726115.0, 243.25, 0.0, 0.0
'BNZL', 1963.0, 1970.5, 1958.5, 264653.0, 1969.5, -6.5, -0.33
'BRBY', 1540.5, 1543.0, 1527.0, 192746.0, 1538.0, 2.5, 0.16
'CCL', 4807.0, 4808.0, 4772.0, 121846.0, 4821.0, -14.0, -0.29
'CNA', 141.05, 142.3, 140.55, 3827511.0, 141.8, -0.75, -0.53
'CCH', 2406.0, 2445.0, 2397.0, 184996.0, 2442.0, -36.0, -1.47
'CPG', 1551.0, 1551.0, 1542.5, 422257.0, 1550.0, 1.0, 0.06
'CRH', 2424.0, 2439.0, 2415.0, 380282.0, 2436.0, -12.0, -0.49
'CRDA', 4567.0, 4570.0, 4527.0, 63572.0, 4550.0, 17.0, 0.37
'DCC', 6690.0, 6730.0, 6675.0, 24633.0, 6735.0, -45.0, -0.67
'DGE', 2477.0, 2487.5, 2468.5, 664768.0, 2479.0, -2.0, -0.08
'DLG', 389.7, 391.2, 385.9, 2655418.0, 387.9, 1.8, 0.46
'EZJ', 1691.5, 1692.5, 1663.5, 348403.0, 1679.0, 12.5, 0.74
'EVR', 430.5, 436.3, 425.8, 803606.0, 438.0, -7.5, -1.71
'EXPN', 1553.5, 1554.5, 1546.5, 230543.0, 1557.5, -4.0, -0.26
'FERG', 5144.0, 5216.0, 5144.0, 158131.0, 5186.0, -42.0, -0.81
'FRES', 1241.5, 1277.5, 1240.5, 296125.0, 1273.0, -31.5, -2.47
'GFS', 263.5, 263.7, 260.7, 486841.0, 265.6, -2.1, -0.79
'GKN', 433.6, 433.6, 428.0, 2390197.0, 430.7, 2.9, 0.67
'GSK', 1307.0, 1309.0, 1294.4, 1718300.0, 1303.8, 3.2, 0.25
'GLEN', 387.45, 393.5, 386.45, 11504913.0, 396.5, -9.05, -2.28
'HLMA', 1210.0, 1214.0, 1208.0, 113850.0, 1213.0, -3.0, -0.25
'HMSO', 450.7, 454.7, 448.0, 1760976.0, 455.7, -5.0, -1.1
'HL.', 1724.0, 1727.0, 1712.0, 114247.0, 1725.5, -1.5, -0.09
'HSBA', 720.0, 723.6, 714.3, 5891173.0, 719.2, 0.8, 0.11
'IMB', 2618.5, 2639.0, 2590.0, 709785.0, 2606.0, 12.5, 0.48
'INF', 695.2, 699.2, 675.4, 1113440.0, 686.0, 9.2, 1.34
'IHG', 4708.0, 4710.0, 4663.0, 89636.0, 4699.0, 9.0, 0.19
'ITRK', 4930.0, 4930.0, 4889.0, 62552.0, 4925.0, 5.0, 0.1
'IAG', 608.8, 608.8, 598.8, 1721342.0, 603.4, 5.4, 0.89
'ITV', 161.85, 169.75, 157.05, 26203279.0, 173.2, -11.35, -6.55
'JMAT', 3147.0, 3155.0, 3125.0, 133809.0, 3155.0, -8.0, -0.25
'JE.', 876.0, 879.6, 871.0, 457581.0, 875.0, 1.0, 0.11
'KGF', 357.6, 358.5, 350.0, 5383529.0, 362.5, -4.9, -1.35
'LAND', 925.3, 929.2, 915.7, 644667.0, 927.5, -2.2, -0.24
'LGEN', 264.9, 265.0, 262.6, 2319841.0, 263.4, 1.5, 0.57
'LLOY', 69.08, 69.18, 68.69, 25454484.0, 69.03, 0.05, 0.07
'LSE', 4063.0, 4067.0, 4009.0, 44000.0, 4054.0, 9.0, 0.22
'MKS', 298.3, 298.7, 295.9, 526872.0, 300.0, -1.7, -0.57
'MDC', 594.8, 604.6, 594.2, 648083.0, 607.2, -12.4, -2.04
'MCRO', 2070.0, 2074.0, 2052.0, 250642.0, 2060.0, 10.0, 0.49
'MNDI', 1892.5, 1896.0, 1872.0, 387038.0, 1893.5, -1.0, -0.05
'MRW', 225.5, 225.7, 222.2, 1354913.0, 224.9, 0.6, 0.27
'NG.', 747.7, 754.6, 745.7, 2153639.0, 756.5, -8.8, -1.16
'NXT', 4884.0, 4909.0, 4860.0, 64862.0, 4912.0, -28.0, -0.57
'NMC', 3496.0, 3506.0, 3470.0, 53750.0, 3516.0, -20.0, -0.57
'OML', 257.3, 258.0, 255.4, 2574085.0, 257.8, -0.5, -0.19
'PPB', 8540.0, 8575.0, 8500.0, 108837.0, 8585.0, -45.0, -0.52
'PSON', 726.0, 727.8, 720.0, 745648.0, 727.0, -1.0, -0.14
'PSN', 2627.0, 2630.0, 2555.0, 1011876.0, 2604.0, 23.0, 0.88
'PRU', 1847.5, 1849.5, 1828.5, 857405.0, 1841.0, 6.5, 0.35
'RRS', 5836.0, 5942.0, 5816.0, 267290.0, 5948.0, -112.0, -1.88
'RDSA', 2301.5, 2312.5, 2287.5, 1036525.0, 2302.5, -1.0, -0.04
'RDSB', 2322.5, 2331.5, 2299.0, 876124.0, 2316.5, 6.0, 0.26
'RB.', 5790.0, 5883.0, 5772.0, 393756.0, 5841.0, -51.0, -0.87
'REL', 1487.0, 1496.5, 1480.0, 712881.0, 1491.0, -4.0, -0.27
'RTO', 291.2, 291.3, 288.2, 1698428.0, 292.1, -0.9, -0.31
'RIO', 3929.0, 4017.5, 3916.5, 1619943.0, 4047.5, -118.5, -2.93
'RR.', 850.0, 852.4, 846.0, 411078.0, 852.4, -2.4, -0.28
'RBS', 268.4, 270.3, 267.9, 3440352.0, 270.4, -2.0, -0.74
'RSA', 633.2, 634.6, 630.6, 679011.0, 633.6, -0.4, -0.06
'SGE', 695.2, 696.0, 687.6, 515942.0, 692.2, 3.0, 0.43
'SBRY', 259.9, 260.2, 255.3, 1503356.0, 257.7, 2.2, 0.85
'SDR', 3460.0, 3484.0, 3451.0, 39624.0, 3471.0, -11.0, -0.32
'SMT', 466.4, 467.4, 462.0, 490508.0, 467.0, -0.6, -0.13
'SGRO', 564.8, 574.4, 564.8, 590568.0, 575.2, -10.4, -1.81
'SVT', 1727.5, 1757.5, 1723.0, 158109.0, 1757.5, -30.0, -1.71
'SHP', 3067.5, 3125.0, 3028.0, 619998.0, 3054.0, 13.5, 0.44
'SKY', 1332.5, 1340.5, 1320.0, 1685022.0, 1331.5, 1.0, 0.08
'SN.', 1278.0, 1283.5, 1277.5, 301899.0, 1284.0, -6.0, -0.47
'SMDS', 480.9, 482.3, 480.3, 368324.0, 483.0, -2.1, -0.43
'SMIN', 1599.0, 1601.0, 1587.5, 104372.0, 1600.0, -1.0, -0.06
'SKG', 2522.0, 2528.0, 2498.0, 82147.0, 2528.0, -6.0, -0.24
'SSE', 1232.0, 1239.5, 1228.5, 720580.0, 1241.0, -9.0, -0.73
'STJ', 1170.0, 1173.0, 1113.5, 840899.0, 1125.5, 44.5, 3.95
'STAN', 817.3, 825.0, 810.4, 1864804.0, 839.0, -21.7, -2.59
'SLA', 372.5, 374.5, 370.7, 1599635.0, 374.0, -1.5, -0.4
'TW.', 189.9, 190.15, 181.2, 14429118.0, 193.75, -3.85, -1.99
'TSCO', 210.5, 211.0, 205.6, 8121720.0, 207.1, 3.4, 1.64
'TUI', 1547.0, 1551.0, 1535.0, 282449.0, 1553.0, -6.0, -0.39
'ULVR', 3751.5, 3757.0, 3728.0, 520481.0, 3752.0, -0.5, -0.01
'UU.', 670.8, 682.6, 668.8, 550552.0, 681.6, -10.8, -1.58
'VOD', 203.85, 204.35, 202.95, 8524513.0, 204.8, -0.95, -0.46
'WTB', 3919.0, 3930.0, 3894.0, 52140.0, 3928.0, -9.0, -0.23
'WPP', 1389.0, 1395.0, 1364.5, 901434.0, 1374.0, 15.0, 1.09
