Ticker, Price, High, Low, Volume, Last_Close, Absolute_Change, Percentage_Change, Market_Cap
'III', 916.6, 920.4, 903.8, 440752.0, 906.0, 10.6, 1.17, 8813.7
'ABF', 2594.0, 2625.0, 2584.0, 445105.0, 2607.0, -13.0, -0.5, 20638.95
'ADM', 1847.0, 1853.0, 1834.0, 283533.0, 1845.0, 2.0, 0.11, 5254.24
'AAL', 1679.4, 1710.6, 1664.6, 2065480.0, 1687.6, -8.2, -0.49, 23704.11
'ANTO', 848.8, 857.8, 839.8, 1131304.0, 842.6, 6.2, 0.74, 8306.9
'AHT', 2032.0, 2049.0, 2010.0, 816614.0, 1998.5, 33.5, 1.68, 9977.03
'AZN', 4759.5, 4781.0, 4715.0, 1169767.0, 4736.0, 23.5, 0.5, 59940.74
'AV.', 496.9, 500.8, 495.1, 3970746.0, 497.5, -0.6, -0.12, 19955.75
'BA.', 573.8, 578.6, 570.4, 1804822.0, 576.0, -2.2, -0.38, 18336.61
'BARC', 204.65, 207.2, 204.35, 48891660.0, 205.3, -0.65, -0.32, 34962.98
'BDEV', 537.8, 546.4, 530.8, 2081260.0, 532.4, 5.4, 1.01, 5361.14
'BKG', 3793.0, 3816.0, 3757.0, 191562.0, 3765.0, 28.0, 0.74, 5098.39
'BLT', 1422.4, 1432.8, 1404.6, 4441953.0, 1412.6, 9.8, 0.69, 29823.99
'BP.', 464.2, 468.75, 464.05, 21528526.0, 464.1, 0.1, 0.02, 91324.93
'BATS', 4177.0, 4222.5, 4162.5, 1594168.0, 4220.0, -43.0, -1.02, 96969.16
'BLND', 632.2, 634.6, 626.8, 964026.0, 627.6, 4.6, 0.73, 6311.47
'BT.A', 237.45, 238.9, 235.7, 6026425.0, 236.25, 1.2, 0.51, 23531.66
'BNZL', 1956.0, 1961.5, 1948.0, 389752.0, 1950.0, 6.0, 0.31, 6545.61
'BRBY', 1642.5, 1658.0, 1633.5, 785200.0, 1634.5, 8.0, 0.49, 6980.67
'CCL', 4638.0, 4653.0, 4603.0, 261672.0, 4621.0, 17.0, 0.37, 9860.68
'CNA', 141.15, 142.85, 140.5, 24182379.0, 141.4, -0.25, -0.18, 7907.62
'CCH', 2370.0, 2379.0, 2357.0, 933159.0, 2364.0, 6.0, 0.25, 8607.93
'CPG', 1520.0, 1530.5, 1519.5, 927819.0, 1524.0, -4.0, -0.26, 24096.33
'CRH', 2441.0, 2471.0, 2394.0, 1416509.0, 2399.0, 42.0, 1.75, 20050.98
'CRDA', 4450.0, 4505.0, 4437.0, 163900.0, 4456.0, -6.0, -0.13, 5854.86
'DCC', 6560.0, 6605.0, 6505.0, 101761.0, 6515.0, 45.0, 0.69, 5786.39
'DGE', 2381.0, 2392.0, 2379.5, 1420456.0, 2381.5, -0.5, -0.02, 59949.19
'DLG', 374.4, 375.3, 372.0, 2737961.0, 373.8, 0.6, 0.16, 5139.75
'EZJ', 1569.0, 1605.5, 1568.0, 807436.0, 1577.0, -8.0, -0.51, 6263.97
'EVR', 435.7, 448.6, 435.3, 1094717.0, 444.3, -8.6, -1.94, 6362.61
'EXPN', 1516.0, 1528.0, 1515.5, 482279.0, 1520.5, -4.5, -0.3, 14154.38
'FERG', 5116.0, 5152.0, 5086.0, 131338.0, 5098.0, 18.0, 0.35, 12894.84
'FRES', 1195.5, 1206.5, 1192.0, 381863.0, 1197.5, -2.0, -0.17, 8824.3
'GFS', 253.9, 256.8, 253.0, 1336656.0, 254.3, -0.4, -0.16, 3945.7
