Ticker, Price, High, Low, Volume, Last_Close, Absolute_Change, Percentage_Change, Market_Cap
'III', 916.2, 920.4, 903.8, 541190.0, 906.0, 10.2, 1.13, 8813.7
'ABF', 2597.0, 2625.0, 2584.0, 569739.0, 2607.0, -10.0, -0.38, 20638.95
'ADM', 1863.5, 1865.0, 1834.0, 359796.0, 1845.0, 18.5, 1.0, 5254.24
'AAL', 1677.8, 1710.6, 1664.6, 2611804.0, 1687.6, -9.8, -0.58, 23704.11
'ANTO', 849.8, 857.8, 839.8, 1723153.0, 842.6, 7.2, 0.85, 8306.9
'AHT', 2016.0, 2049.0, 2010.0, 1069937.0, 1998.5, 17.5, 0.88, 9977.03
'AZN', 4783.0, 4783.5, 4715.0, 1325369.0, 4736.0, 47.0, 0.99, 59940.74
'AV.', 496.7, 500.8, 495.1, 5118547.0, 497.5, -0.8, -0.16, 19955.75
'BA.', 572.4, 578.6, 570.4, 2327774.0, 576.0, -3.6, -0.63, 18336.61
'BARC', 204.6, 207.2, 204.1, 53340456.0, 205.3, -0.7, -0.34, 34962.98
'BDEV', 535.4, 546.4, 530.8, 2316818.0, 532.4, 3.0, 0.56, 5361.14
'BKG', 3777.0, 3816.0, 3757.0, 226057.0, 3765.0, 12.0, 0.32, 5098.39
'BLT', 1419.6, 1432.8, 1404.6, 5666648.0, 1412.6, 7.0, 0.5, 29823.99
'BP.', 466.5, 468.75, 463.9, 23780369.0, 464.1, 2.4, 0.52, 91324.93
'BATS', 4197.0, 4222.5, 4162.5, 1897346.0, 4220.0, -23.0, -0.55, 96969.16
'BLND', 633.6, 634.8, 626.8, 1154561.0, 627.6, 6.0, 0.96, 6311.47
'BT.A', 238.15, 238.9, 235.7, 8249147.0, 236.25, 1.9, 0.8, 23531.66
'BNZL', 1960.5, 1962.5, 1948.0, 474474.0, 1950.0, 10.5, 0.54, 6545.61
'BRBY', 1642.5, 1658.0, 1633.5, 986579.0, 1634.5, 8.0, 0.49, 6980.67
'CCL', 4623.0, 4653.0, 4603.0, 469221.0, 4621.0, 2.0, 0.04, 9860.68
'CNA', 141.85, 142.85, 140.5, 28702836.0, 141.4, 0.45, 0.32, 7907.62
'CCH', 2379.0, 2384.0, 2357.0, 992309.0, 2364.0, 15.0, 0.63, 8607.93
'CPG', 1523.0, 1530.5, 1519.5, 1079512.0, 1524.0, -1.0, -0.07, 24096.33
'CRH', 2443.0, 2471.0, 2394.0, 1630888.0, 2399.0, 44.0, 1.83, 20050.98
'CRDA', 4424.0, 4505.0, 4421.0, 217646.0, 4456.0, -32.0, -0.72, 5854.86
'DCC', 6590.0, 6605.0, 6505.0, 143516.0, 6515.0, 75.0, 1.15, 5786.39
'DGE', 2397.0, 2400.5, 2379.5, 1974860.0, 2381.5, 15.5, 0.65, 59949.19
'DLG', 377.6, 377.6, 372.0, 3458177.0, 373.8, 3.8, 1.02, 5139.75
'EZJ', 1570.0, 1605.5, 1567.0, 948846.0, 1577.0, -7.0, -0.44, 6263.97
