Ticker, Price, High, Low, Volume, Last_Close, Absolute_Change, Percentage_Change, Market_Cap
'III', 917.8, 920.4, 903.8, 422774.0, 906.0, 11.8, 1.3, 8813.7
'ABF', 2585.0, 2625.0, 2584.0, 413368.0, 2607.0, -22.0, -0.84, 20638.95
'ADM', 1849.0, 1853.0, 1834.0, 279013.0, 1845.0, 4.0, 0.22, 5254.24
'AAL', 1688.8, 1710.6, 1664.6, 1990125.0, 1687.6, 1.2, 0.07, 23704.11
'ANTO', 852.0, 857.8, 839.8, 1098419.0, 842.6, 9.4, 1.12, 8306.9
'AHT', 2032.0, 2049.0, 2010.0, 761325.0, 1998.5, 33.5, 1.68, 9977.03
'AZN', 4760.0, 4781.0, 4715.0, 1128799.0, 4736.0, 24.0, 0.51, 59940.74
'AV.', 497.5, 500.8, 495.1, 3793529.0, 497.5, 0.0, 0.0, 19955.75
'BA.', 573.6, 578.6, 570.4, 1699587.0, 576.0, -2.4, -0.42, 18336.61
'BARC', 205.2, 207.2, 204.35, 48401852.0, 205.3, -0.1, -0.05, 34962.98
'BDEV', 538.4, 546.4, 530.8, 2031889.0, 532.4, 6.0, 1.13, 5361.14
'BKG', 3794.0, 3816.0, 3757.0, 185395.0, 3765.0, 29.0, 0.77, 5098.39
'BLT', 1426.4, 1432.8, 1404.6, 4368160.0, 1412.6, 13.8, 0.98, 29823.99
'BP.', 464.4, 468.75, 464.15, 21285521.0, 464.1, 0.3, 0.06, 91324.93
'BATS', 4168.5, 4222.5, 4162.5, 1504646.0, 4220.0, -51.5, -1.22, 96969.16
'BLND', 633.0, 634.6, 626.8, 952592.0, 627.6, 5.4, 0.86, 6311.47
'BT.A', 237.6, 238.9, 235.7, 5747670.0, 236.25, 1.35, 0.57, 23531.66
'BNZL', 1960.5, 1961.5, 1948.0, 364481.0, 1950.0, 10.5, 0.54, 6545.61
'BRBY', 1643.5, 1658.0, 1633.5, 762888.0, 1634.5, 9.0, 0.55, 6980.67
'CCL', 4640.0, 4653.0, 4603.0, 245919.0, 4621.0, 19.0, 0.41, 9860.68
'CNA', 141.3, 142.85, 140.5, 23912230.0, 141.4, -0.1, -0.07, 7907.62
'CCH', 2370.0, 2379.0, 2357.0, 924454.0, 2364.0, 6.0, 0.25, 8607.93
'CPG', 1522.0, 1530.5, 1520.5, 904131.0, 1524.0, -2.0, -0.13, 24096.33
'CRH', 2445.0, 2471.0, 2394.0, 845382.0, 2399.0, 46.0, 1.92, 20050.98
'CRDA', 4452.0, 4505.0, 4437.0, 158047.0, 4456.0, -4.0, -0.09, 5854.86
'DCC', 6545.0, 6605.0, 6505.0, 94597.0, 6515.0, 30.0, 0.46, 5786.39
'DGE', 2383.0, 2392.0, 2379.5, 1343555.0, 2381.5, 1.5, 0.06, 59949.19
'DLG', 374.6, 375.3, 372.0, 2647387.0, 373.8, 0.8, 0.21, 5139.75
'EZJ', 1574.0, 1605.5, 1571.0, 772340.0, 1577.0, -3.0, -0.19, 6263.97
'EVR', 439.0, 448.6, 435.6, 984062.0, 444.3, -5.3, -1.19, 6362.61
'EXPN', 1519.0, 1528.0, 1517.0, 462418.0, 1520.5, -1.5, -0.1, 14154.38
'FERG', 5132.0, 5152.0, 5086.0, 124410.0, 5098.0, 34.0, 0.67, 12894.84
'FRES', 1201.0, 1206.5, 1192.0, 370581.0, 1197.5, 3.5, 0.29, 8824.3
'GFS', 253.4, 256.8, 253.2, 1278357.0, 254.3, -0.9, -0.35, 3945.7
'GKN', 421.6, 427.5, 416.9, 31772710.0, 420.0, 1.6, 0.38, 7212.75
'GSK', 1301.2, 1302.2, 1289.8, 1747253.0, 1290.0, 11.2, 0.87, 63434.88
'GLEN', 362.05, 368.9, 359.5, 18753260.0, 364.5, -2.45, -0.67, 52468.83
'HLMA', 1170.0, 1175.0, 1167.0, 489005.0, 1166.0, 4.0, 0.34, 4421.28
'HMSO', 450.1, 450.9, 444.4, 2445387.0, 447.9, 2.2, 0.49, 3552.69
'HL.', 1683.5, 1695.5, 1654.0, 448303.0, 1657.0, 26.5, 1.6, 7859.46
'HSBA', 699.8, 706.1, 699.1, 9748667.0, 705.0, -5.2, -0.74, 141347.75
'IMB', 2572.0, 2599.5, 2570.5, 577517.0, 2584.0, -12.0, -0.46, 24773.09
'INF', 702.4, 704.0, 696.2, 2128906.0, 697.6, 4.8, 0.69, 5748.26
'IHG', 4483.0, 4504.0, 4441.0, 236398.0, 4454.0, 29.0, 0.65, 8462.16
'ITRK', 4870.0, 4895.0, 4853.0, 181570.0, 4873.0, -3.0, -0.06, 7864.56
'IAG', 610.6, 619.4, 609.6, 4368643.0, 615.0, -4.4, -0.72, 12620.44
'ITV', 151.95, 155.2, 151.9, 6907984.0, 153.9, -1.95, -1.27, 6195.1
'JMAT', 3051.0, 3080.0, 3027.0, 141821.0, 3030.0, 21.0, 0.69, 5864.06
'JE.', 851.2, 858.0, 843.2, 1753243.0, 849.0, 2.2, 0.26, 5765.06
'KGF', 346.6, 350.5, 346.4, 2469148.0, 347.8, -1.2, -0.35, 7537.43
'LAND', 915.0, 918.5, 911.4, 628998.0, 913.0, 2.0, 0.22, 6768.34
'LGEN', 254.9, 255.4, 252.6, 6593430.0, 253.4, 1.5, 0.59, 15090.63
'LLOY', 66.82, 67.3, 66.6, 65322112.0, 67.0, -0.18, -0.27, 47878.18
'LSE', 3883.0, 3901.0, 3837.0, 248961.0, 3837.0, 46.0, 1.2, 13389.88
'MKS', 287.7, 289.5, 287.0, 2160858.0, 286.7, 1.0, 0.35, 4658.09
'MDC', 568.8, 578.6, 566.2, 932809.0, 574.4, -5.6, -0.97, 4234.73
'MCRO', 1992.0, 2002.0, 1981.5, 464399.0, 1988.0, 4.0, 0.2, 8652.52
'MNDI', 1915.5, 1971.5, 1910.0, 1158330.0, 1911.0, 4.5, 0.24, 7017.97
'MRW', 225.1, 227.3, 224.4, 2773037.0, 222.7, 2.4, 1.08, 5201.42
'NG.', 741.3, 742.6, 737.6, 3140831.0, 739.2, 2.1, 0.28, 25067.81
'NXT', 4715.0, 4757.0, 4690.0, 170969.0, 4680.0, 35.0, 0.75, 6882.25
'NMC', 3336.0, 3396.0, 3324.0, 211973.0, 3332.0, 4.0, 0.12, 6806.8
'OML', 249.0, 249.2, 245.5, 4237053.0, 246.0, 3.0, 1.22, 12127.73
'PPB', 8305.0, 8340.0, 8205.0, 127835.0, 8295.0, 10.0, 0.12, 6984.38
'PSON', 725.0, 729.6, 718.2, 876702.0, 718.8, 6.2, 0.86, 5834.97
'PSN', 2649.0, 2672.0, 2583.0, 746711.0, 2584.0, 65.0, 2.52, 7974.02
'PRU', 1785.5, 1798.5, 1776.5, 909146.0, 1790.5, -5.0, -0.28, 46297.08
'RRS', 5890.0, 5976.0, 5884.0, 159605.0, 5940.0, -50.0, -0.84, 5582.68
'RDSA', 2244.0, 2272.0, 2243.5, 1836572.0, 2249.5, -5.5, -0.24, 102226.61
'RDSB', 2268.5, 2301.5, 2267.0, 1604760.0, 2279.5, -11.0, -0.48, 85378.37
'RB.', 5645.0, 5700.0, 5621.0, 576940.0, 5690.0, -45.0, -0.79, 39865.56
'REL', 1473.0, 1478.5, 1460.5, 2217296.0, 1467.5, 5.5, 0.37, 15749.9
'RTO', 264.4, 276.5, 264.4, 2811743.0, 272.5, -8.1, -2.97, 5006.73
'RIO', 3663.5, 3708.0, 3632.0, 2209886.0, 3638.5, 25.0, 0.69, 49660.55
'RR.', 813.0, 821.6, 800.2, 4124468.0, 817.4, -4.4, -0.54, 15041.28
'RBS', 259.3, 262.4, 257.0, 7728074.0, 257.6, 1.7, 0.66, 30592.21
'RSA', 613.4, 616.4, 611.6, 2173947.0, 613.4, 0.0, 0.0, 6258.4
'SGE', 667.2, 673.2, 661.0, 1163737.0, 662.0, 5.2, 0.79, 7155.36
'SBRY', 252.9, 256.4, 252.9, 1950548.0, 253.0, -0.1, -0.04, 5537.92
'SDR', 3371.0, 3378.0, 3343.0, 109855.0, 3347.0, 24.0, 0.72, 7564.06
'SMT', 457.2, 459.0, 448.4, 1862885.0, 451.2, 6.0, 1.33, 6298.84
'SGRO', 581.6, 582.6, 574.0, 709237.0, 572.2, 9.4, 1.64, 5712.26
'SVT', 1736.0, 1738.0, 1715.5, 333002.0, 1722.0, 14.0, 0.81, 4062.6
'SHP', 3194.5, 3215.0, 3159.0, 806114.0, 3205.5, -11.0, -0.34, 29077.75
'SKY', 1368.0, 1375.0, 1367.5, 1389093.0, 1373.5, -5.5, -0.4, 23610.7
'SN.', 1277.0, 1279.5, 1269.5, 956803.0, 1264.0, 13.0, 1.03, 11061.48
'SMDS', 473.9, 477.4, 459.4, 2192190.0, 459.8, 14.1, 3.07, 4910.14
'SMIN', 1561.0, 1575.5, 1552.0, 223922.0, 1552.5, 8.5, 0.55, 6139.5
'SKG', 2524.0, 2542.0, 2450.0, 620336.0, 2430.0, 94.0, 3.87, 5754.42
'SSE', 1207.0, 1217.5, 1205.5, 1064005.0, 1214.0, -7.0, -0.58, 12385.67
'STJ', 1118.5, 1122.5, 1103.5, 556021.0, 1108.5, 10.0, 0.9, 5857.27
'STAN', 776.7, 783.2, 775.7, 3389538.0, 780.0, -3.3, -0.42, 25664.57
'SLA', 363.5, 368.6, 362.7, 1787287.0, 366.2, -2.7, -0.74, 10902.05
'TW.', 187.2, 189.95, 185.4, 6277102.0, 186.05, 1.15, 0.62, 6087.13
'TSCO', 201.9, 206.4, 201.6, 15022645.0, 202.0, -0.1, -0.05, 16514.69
'TUI', 1509.0, 1523.5, 1505.5, 503536.0, 1518.0, -9.0, -0.59, 8911.24
'ULVR', 3725.0, 3739.5, 3696.0, 689057.0, 3712.5, 12.5, 0.34, 45970.69
'UU.', 669.4, 670.8, 663.6, 946205.0, 662.8, 6.6, 1.0, 4519.56
'VOD', 200.4, 201.5, 199.14, 24193979.0, 199.02, 1.38, 0.69, 52985.67
'WTB', 3804.0, 3825.0, 3791.0, 907014.0, 3799.0, 5.0, 0.13, 6966.83
'WPP', 1257.5, 1270.5, 1256.0, 2546482.0, 1266.0, -8.5, -0.67, 15997.28
