Ticker, Price, High, Low, Volume, Last_Close, Absolute_Change, Percentage_Change
'III', 948.0, 953.0, 937.6, 2365163.0, 948.0, 0.0, 0.0
'ABF', 2661.0, 2736.0, 2661.0, 1605064.0, 2661.0, 0.0, 0.0
'ADM', 1931.0, 1949.0, 1904.0, 1065497.0, 1931.0, 0.0, 0.0
'AAL', 1842.0, 1870.0, 1828.8, 6021128.0, 1842.0, 0.0, 0.0
'ANTO', 905.8, 927.4, 903.0, 3156447.0, 905.8, 0.0, 0.0
'AHT', 2108.0, 2121.0, 2073.0, 1917374.0, 2108.0, 0.0, 0.0
'AZN', 4795.0, 4838.5, 4787.0, 1883536.0, 4795.0, 0.0, 0.0
'AV.', 506.0, 506.6, 500.4, 6588222.0, 506.0, 0.0, 0.0
'BA.', 572.6, 580.4, 570.6, 12125893.0, 572.6, 0.0, 0.0
'BARC', 212.0, 212.3, 209.2, 75807825.0, 212.0, 0.0, 0.0
'BDEV', 548.0, 568.4, 546.2, 8603438.0, 548.0, 0.0, 0.0
'BKG', 3892.0, 3988.0, 3878.0, 951542.0, 3892.0, 0.0, 0.0
'BLT', 1525.0, 1548.8, 1518.4, 8597049.0, 1525.0, 0.0, 0.0
'BP.', 478.2, 482.6, 476.85, 28744088.0, 478.2, 0.0, 0.0
'BATS', 4397.5, 4480.5, 4395.5, 5362003.0, 4397.5, 0.0, 0.0
'BLND', 637.2, 653.0, 635.0, 3160158.0, 637.2, 0.0, 0.0
'BT.A', 243.25, 244.55, 240.9, 19642794.0, 243.25, 0.0, 0.0
'BNZL', 1969.5, 1986.0, 1960.0, 1841748.0, 1969.5, 0.0, 0.0
'BRBY', 1538.0, 1556.5, 1538.0, 1159521.0, 1538.0, 0.0, 0.0
'CCL', 4821.0, 4856.0, 4803.0, 776659.0, 4821.0, 0.0, 0.0
'CNA', 141.8, 144.65, 141.0, 28323481.0, 141.8, 0.0, 0.0
'CCH', 2442.0, 2492.0, 2442.0, 1435671.0, 2442.0, 0.0, 0.0
'CPG', 1550.0, 1559.0, 1547.0, 4337351.0, 1550.0, 0.0, 0.0
'CRH', 2436.0, 2490.0, 2434.0, 1632094.0, 2436.0, 0.0, 0.0
'CRDA', 4550.0, 4604.0, 4445.0, 514824.0, 4550.0, 0.0, 0.0
'DCC', 6735.0, 6845.0, 6700.0, 200888.0, 6735.0, 0.0, 0.0
'DGE', 2479.0, 2504.5, 2476.5, 5200455.0, 2479.0, 0.0, 0.0
'DLG', 387.9, 397.0, 380.3, 11055119.0, 387.9, 0.0, 0.0
'EZJ', 1679.0, 1692.5, 1644.5, 2418064.0, 1679.0, 0.0, 0.0
'EVR', 438.0, 440.5, 424.0, 4076773.0, 438.0, 0.0, 0.0
'EXPN', 1557.5, 1585.5, 1555.0, 1570613.0, 1557.5, 0.0, 0.0
'FERG', 5186.0, 5252.0, 5144.0, 765623.0, 5186.0, 0.0, 0.0
'FRES', 1273.0, 1319.0, 1262.5, 1659005.0, 1273.0, 0.0, 0.0
'GFS', 265.6, 266.8, 263.0, 5369630.0, 265.6, 0.0, 0.0
'GKN', 430.7, 431.8, 420.0, 5932520.0, 430.7, 0.0, 0.0
'GSK', 1303.8, 1310.4, 1295.4, 7861439.0, 1303.8, 0.0, 0.0
'GLEN', 396.5, 403.3, 394.65, 39133199.0, 396.5, 0.0, 0.0
'HLMA', 1213.0, 1232.0, 1207.0, 821373.0, 1213.0, 0.0, 0.0
'HMSO', 455.7, 468.6, 455.7, 7486490.0, 455.7, 0.0, 0.0
'HL.', 1725.5, 1749.5, 1721.0, 920718.0, 1725.5, 0.0, 0.0
'HSBA', 719.2, 722.8, 715.1, 25464784.0, 719.2, 0.0, 0.0
'IMB', 2606.0, 2658.5, 2606.0, 2434885.0, 2606.0, 0.0, 0.0
'INF', 686.0, 692.4, 683.8, 2537509.0, 686.0, 0.0, 0.0
'IHG', 4699.0, 4715.0, 4648.0, 687396.0, 4699.0, 0.0, 0.0
'ITRK', 4925.0, 4958.0, 4901.0, 400912.0, 4925.0, 0.0, 0.0
'IAG', 603.4, 608.4, 602.8, 6659198.0, 603.4, 0.0, 0.0
'ITV', 173.2, 176.2, 172.75, 30001023.0, 173.2, 0.0, 0.0
'JMAT', 3155.0, 3188.0, 3095.0, 1058645.0, 3155.0, 0.0, 0.0
'JE.', 875.0, 879.0, 869.4, 2588622.0, 875.0, 0.0, 0.0
'KGF', 362.5, 364.4, 360.2, 8306077.0, 362.5, 0.0, 0.0
'LAND', 927.5, 948.0, 927.5, 2328211.0, 927.5, 0.0, 0.0
'LGEN', 263.4, 265.1, 262.3, 13767416.0, 263.4, 0.0, 0.0
'LLOY', 69.03, 69.19, 68.56, 156596090.0, 69.03, 0.0, 0.0
'LSE', 4054.0, 4111.0, 4052.0, 502402.0, 4054.0, 0.0, 0.0
'MKS', 300.0, 302.7, 296.5, 5262253.0, 300.0, 0.0, 0.0
'MDC', 607.2, 611.0, 599.6, 1173318.0, 607.2, 0.0, 0.0
'MCRO', 2060.0, 2077.0, 2053.0, 1667865.0, 2060.0, 0.0, 0.0
'MNDI', 1893.5, 1906.5, 1885.0, 1208287.0, 1893.5, 0.0, 0.0
'MRW', 224.9, 226.9, 224.3, 7868866.0, 224.9, 0.0, 0.0
'NG.', 756.5, 768.0, 754.8, 12590760.0, 756.5, 0.0, 0.0
'NXT', 4912.0, 4959.0, 4883.0, 415930.0, 4912.0, 0.0, 0.0
'NMC', 3516.0, 3548.0, 3464.0, 366718.0, 3516.0, 0.0, 0.0
'OML', 257.8, 258.5, 256.0, 12198350.0, 257.8, 0.0, 0.0
'PPB', 8585.0, 8605.0, 8450.0, 310723.0, 8585.0, 0.0, 0.0
'PSON', 727.0, 728.6, 698.8, 8524603.0, 727.0, 0.0, 0.0
'PSN', 2604.0, 2822.0, 2604.0, 5675613.0, 2604.0, 0.0, 0.0
'PRU', 1841.0, 1863.0, 1831.0, 4206249.0, 1841.0, 0.0, 0.0
'RRS', 5948.0, 6114.0, 5934.0, 613923.0, 5948.0, 0.0, 0.0
'RDSA', 2302.5, 2308.0, 2278.5, 5603128.0, 2302.5, 0.0, 0.0
'RDSB', 2316.5, 2334.0, 2309.5, 5765094.0, 2316.5, 0.0, 0.0
'RB.', 5841.0, 6012.0, 5819.0, 1996560.0, 5841.0, 0.0, 0.0
'REL', 1491.0, 1517.5, 1487.0, 4876523.0, 1491.0, 0.0, 0.0
'RTO', 292.1, 294.3, 290.9, 3795462.0, 292.1, 0.0, 0.0
'RIO', 4047.5, 4087.0, 4031.0, 4862487.0, 4047.5, 0.0, 0.0
'RR.', 852.4, 855.6, 846.2, 4720574.0, 852.4, 0.0, 0.0
'RBS', 270.4, 271.4, 268.1, 16740721.0, 270.4, 0.0, 0.0
'RSA', 633.6, 643.8, 629.4, 4382903.0, 633.6, 0.0, 0.0
'SGE', 692.2, 699.8, 689.8, 2885172.0, 692.2, 0.0, 0.0
'SBRY', 257.7, 258.7, 256.7, 6283727.0, 257.7, 0.0, 0.0
'SDR', 3471.0, 3491.0, 3454.0, 468174.0, 3471.0, 0.0, 0.0
