Ticker, Price, High, Low, Volume, Last_Close, Absolute_Change, Percentage_Change
'III', 941.4, 945.8, 934.6, 292985.0, 948.0, -6.6, -0.7
'ABF', 2643.0, 2667.0, 2643.0, 155390.0, 2661.0, -18.0, -0.68
'ADM', 1892.5, 2054.0, 1863.0, 934651.0, 1931.0, -38.5, -1.99
'AAL', 1796.8, 1824.8, 1794.2, 1457423.0, 1842.0, -45.2, -2.45
'ANTO', 886.2, 900.2, 883.4, 772428.0, 905.8, -19.6, -2.16
'AHT', 2094.0, 2098.0, 2078.0, 404726.0, 2108.0, -14.0, -0.66
'AZN', 4812.0, 4844.0, 4788.0, 403885.0, 4795.0, 17.0, 0.35
'AV.', 505.0, 507.2, 502.0, 1651005.0, 506.0, -1.0, -0.2
'BA.', 578.6, 579.8, 567.6, 926291.0, 572.6, 6.0, 1.05
'BARC', 213.75, 214.8, 210.9, 17625922.0, 212.0, 1.75, 0.83
'BDEV', 547.2, 547.8, 535.8, 1796512.0, 548.0, -0.8, -0.15
'BKG', 3889.0, 3903.0, 3828.0, 128953.0, 3892.0, -3.0, -0.08
'BLT', 1486.4, 1512.2, 1481.6, 2284972.0, 1525.0, -38.6, -2.53
'BP.', 477.9, 480.0, 475.1, 6816619.0, 478.2, -0.3, -0.06
'BATS', 4373.0, 4402.5, 4337.5, 955640.0, 4397.5, -24.5, -0.56
'BLND', 630.2, 636.0, 626.8, 787035.0, 637.2, -7.0, -1.1
'BT.A', 243.35, 244.6, 240.8, 4521690.0, 243.25, 0.1, 0.04
'BNZL', 1961.5, 1970.5, 1958.5, 259950.0, 1969.5, -8.0, -0.41
'BRBY', 1539.0, 1543.0, 1527.0, 184960.0, 1538.0, 1.0, 0.07
'CCL', 4800.0, 4808.0, 4772.0, 117130.0, 4821.0, -21.0, -0.44
'CNA', 141.05, 142.3, 140.55, 3623396.0, 141.8, -0.75, -0.53
'CCH', 2399.0, 2445.0, 2397.0, 173594.0, 2442.0, -43.0, -1.76
'CPG', 1550.0, 1550.5, 1542.5, 398191.0, 1550.0, 0.0, 0.0
'CRH', 2422.0, 2439.0, 2415.0, 366628.0, 2436.0, -14.0, -0.57
'CRDA', 4562.0, 4570.0, 4527.0, 59688.0, 4550.0, 12.0, 0.26
'DCC', 6690.0, 6730.0, 6675.0, 23484.0, 6735.0, -45.0, -0.67
'DGE', 2475.5, 2487.5, 2468.5, 619956.0, 2479.0, -3.5, -0.14
'DLG', 389.5, 391.2, 385.9, 2541806.0, 387.9, 1.6, 0.41
'EZJ', 1689.0, 1691.5, 1663.5, 337527.0, 1679.0, 10.0, 0.6
'EVR', 430.1, 436.3, 425.8, 777292.0, 438.0, -7.9, -1.8
'EXPN', 1551.5, 1554.5, 1546.5, 190481.0, 1557.5, -6.0, -0.39
'FERG', 5150.0, 5216.0, 5150.0, 142168.0, 5186.0, -36.0, -0.69
'FRES', 1243.0, 1277.5, 1241.5, 274367.0, 1273.0, -30.0, -2.36
'GFS', 263.1, 263.7, 260.7, 451034.0, 265.6, -2.5, -0.94
'GKN', 432.6, 433.5, 428.0, 2262939.0, 430.7, 1.9, 0.44
'GSK', 1307.8, 1309.0, 1294.4, 1632753.0, 1303.8, 4.0, 0.31
'GLEN', 387.65, 393.5, 386.45, 10994262.0, 396.5, -8.85, -2.23
'HLMA', 1210.0, 1214.0, 1208.0, 111164.0, 1213.0, -3.0, -0.25
'HMSO', 451.9, 454.7, 448.0, 1536797.0, 455.7, -3.8, -0.83
'HL.', 1722.0, 1727.0, 1712.0, 104296.0, 1725.5, -3.5, -0.2
'HSBA', 719.1, 723.6, 714.3, 5679762.0, 719.2, -0.1, -0.01
'IMB', 2615.0, 2639.0, 2590.0, 658623.0, 2606.0, 9.0, 0.35
'INF', 691.8, 699.2, 675.4, 1058180.0, 686.0, 5.8, 0.85
'IHG', 4701.0, 4710.0, 4663.0, 83000.0, 4699.0, 2.0, 0.04
'ITRK', 4920.0, 4922.0, 4889.0, 57071.0, 4925.0, -5.0, -0.1
'IAG', 608.2, 608.8, 598.8, 1651018.0, 603.4, 4.8, 0.8
'ITV', 162.15, 169.75, 157.05, 24282970.0, 173.2, -11.05, -6.38
'JMAT', 3147.0, 3155.0, 3125.0, 131278.0, 3155.0, -8.0, -0.25
'JE.', 876.4, 879.6, 871.0, 434755.0, 875.0, 1.4, 0.16
'KGF', 357.8, 358.5, 350.0, 5103051.0, 362.5, -4.7, -1.3
'LAND', 924.3, 929.2, 915.7, 610847.0, 927.5, -3.2, -0.35
'LGEN', 264.8, 265.0, 262.6, 2117378.0, 263.4, 1.4, 0.53
'LLOY', 68.98, 69.18, 68.69, 24109688.0, 69.03, -0.05, -0.07
'LSE', 4051.0, 4067.0, 4009.0, 41613.0, 4054.0, -3.0, -0.07
'MKS', 297.9, 298.7, 295.9, 504562.0, 300.0, -2.1, -0.7
'MDC', 596.2, 604.6, 595.4, 608443.0, 607.2, -11.0, -1.81
'MCRO', 2063.0, 2074.0, 2052.0, 224273.0, 2060.0, 3.0, 0.15
'MNDI', 1886.5, 1896.0, 1872.0, 371002.0, 1893.5, -7.0, -0.37
'MRW', 225.5, 225.6, 222.2, 1233081.0, 224.9, 0.6, 0.27
'NG.', 747.1, 754.6, 745.7, 2000648.0, 756.5, -9.4, -1.24
'NXT', 4886.0, 4909.0, 4860.0, 61042.0, 4912.0, -26.0, -0.53
'NMC', 3488.0, 3506.0, 3470.0, 49815.0, 3516.0, -28.0, -0.8
'OML', 257.3, 258.0, 255.4, 2445332.0, 257.8, -0.5, -0.19
'PPB', 8540.0, 8575.0, 8500.0, 108814.0, 8585.0, -45.0, -0.52
'PSON', 725.2, 727.8, 720.0, 677638.0, 727.0, -1.8, -0.25
'PSN', 2626.0, 2630.0, 2555.0, 984942.0, 2604.0, 22.0, 0.84
'PRU', 1845.5, 1849.5, 1828.5, 798598.0, 1841.0, 4.5, 0.24
'RRS', 5840.0, 5942.0, 5816.0, 258700.0, 5948.0, -108.0, -1.82
'RDSA', 2304.0, 2312.5, 2287.5, 966630.0, 2302.5, 1.5, 0.07
'RDSB', 2325.0, 2331.5, 2299.0, 840354.0, 2316.5, 8.5, 0.37
'RB.', 5787.0, 5883.0, 5781.0, 361489.0, 5841.0, -54.0, -0.92
'REL', 1485.5, 1496.5, 1480.0, 628279.0, 1491.0, -5.5, -0.37
'RTO', 290.7, 291.3, 288.2, 1628343.0, 292.1, -1.4, -0.48
'RIO', 3922.0, 4017.5, 3916.5, 1561157.0, 4047.5, -125.5, -3.1
'RR.', 849.2, 852.4, 846.0, 387297.0, 852.4, -3.2, -0.38
'RBS', 268.3, 270.3, 267.9, 3265323.0, 270.4, -2.1, -0.78
'RSA', 634.4, 634.6, 630.6, 650777.0, 633.6, 0.8, 0.13
'SGE', 693.8, 696.0, 687.6, 482675.0, 692.2, 1.6, 0.23
'SBRY', 259.9, 260.2, 255.3, 1418035.0, 257.7, 2.2, 0.85
'SDR', 3459.0, 3484.0, 3451.0, 36551.0, 3471.0, -12.0, -0.35
'SMT', 466.4, 467.4, 462.0, 458805.0, 467.0, -0.6, -0.13
'SGRO', 565.4, 574.4, 565.2, 548509.0, 575.2, -9.8, -1.7
'SVT', 1725.5, 1757.5, 1725.0, 149883.0, 1757.5, -32.0, -1.82
'SHP', 3059.5, 3125.0, 3028.0, 580162.0, 3054.0, 5.5, 0.18
'SKY', 1333.0, 1340.5, 1320.0, 1642789.0, 1331.5, 1.5, 0.11
'SN.', 1278.0, 1283.5, 1277.5, 286244.0, 1284.0, -6.0, -0.47
'SMDS', 480.9, 482.3, 480.3, 345495.0, 483.0, -2.1, -0.43
'SMIN', 1596.0, 1601.0, 1587.5, 93165.0, 1600.0, -4.0, -0.25
'SKG', 2516.0, 2528.0, 2498.0, 80925.0, 2528.0, -12.0, -0.47
'SSE', 1230.0, 1239.5, 1228.5, 679818.0, 1241.0, -11.0, -0.89
'STJ', 1170.0, 1173.0, 1113.5, 823093.0, 1125.5, 44.5, 3.95
'STAN', 819.1, 825.0, 810.4, 1792502.0, 839.0, -19.9, -2.37
'SLA', 372.4, 374.5, 370.7, 1540886.0, 374.0, -1.6, -0.43
'TW.', 189.2, 189.9, 181.2, 13956097.0, 193.75, -4.55, -2.35
'TSCO', 210.7, 210.7, 205.6, 6928899.0, 207.1, 3.6, 1.74
'TUI', 1548.5, 1551.0, 1535.0, 263278.0, 1553.0, -4.5, -0.29
'ULVR', 3750.5, 3757.0, 3728.0, 492990.0, 3752.0, -1.5, -0.04
'UU.', 670.0, 682.6, 668.8, 519691.0, 681.6, -11.6, -1.7
'VOD', 203.65, 204.35, 202.95, 6604823.0, 204.8, -1.15, -0.56
'WTB', 3926.0, 3930.0, 3894.0, 47841.0, 3928.0, -2.0, -0.05
'WPP', 1388.0, 1395.0, 1364.5, 867825.0, 1374.0, 14.0, 1.02
