Ticker, Price, High, Low, Volume, Last_Close, Absolute_Change, Percentage_Change, Market_Cap
'BLND', 628.0, 636.0, 626.8, 6856976.0, 628.0, 0.0, 0.0, 6408.01
'BLT', 1484.2, 1512.2, 1481.6, 10250063.0, 1484.2, 0.0, 0.0, 32197.07
'SSE', 1225.0, 1239.5, 1223.5, 6027719.0, 1225.0, 0.0, 0.0, 12661.13
'WTB', 3883.0, 3933.0, 3883.0, 954456.0, 3883.0, 0.0, 0.0, 7203.4
'EXPN', 1556.0, 1570.5, 1546.5, 2003990.0, 1556.0, 0.0, 0.0, 14498.81
'IAG', 614.6, 617.0, 598.8, 8510726.0, 614.6, 0.0, 0.0, 12382.39
'VOD', 203.75, 205.35, 202.95, 50422779.0, 203.75, 0.0, 0.0, 54524.49
'TSCO', 210.8, 215.0, 205.6, 77589922.0, 210.8, 0.0, 0.0, 16931.65
'JMAT', 3135.0, 3169.0, 3125.0, 492405.0, 3135.0, 0.0, 0.0, 6105.98
'BNZL', 1955.0, 1976.5, 1955.0, 1148365.0, 1955.0, 0.0, 0.0, 6611.07
'MKS', 295.6, 299.4, 295.6, 5398400.0, 295.6, 0.0, 0.0, 4874.18
'LAND', 927.0, 933.9, 915.7, 3620637.0, 927.0, 0.0, 0.0, 6875.83
'SGRO', 571.6, 574.4, 562.6, 5120585.0, 571.6, 0.0, 0.0, 5742.21
'BRBY', 1533.5, 1548.0, 1527.0, 1443630.0, 1533.5, 0.0, 0.0, 6568.54
'BP.', 475.15, 482.05, 475.1, 39344793.0, 475.15, 0.0, 0.0, 94099.51
'FERG', 5146.0, 5216.0, 5138.0, 1014266.0, 5146.0, 0.0, 0.0, 13117.42
'HMSO', 447.0, 454.7, 445.9, 8901525.0, 447.0, 0.0, 0.0, 3614.56
'ULVR', 3733.5, 3772.0, 3728.0, 5588143.0, 3733.5, 0.0, 0.0, 46459.81
'ITV', 160.0, 169.75, 157.05, 68475213.0, 160.0, 0.0, 0.0, 6972.01
'NMC', 3434.0, 3506.0, 3434.0, 250013.0, 3434.0, 0.0, 0.0, 7182.69
'PPB', 8440.0, 8575.0, 8440.0, 507653.0, 8440.0, 0.0, 0.0, 7228.56
'SN.', 1268.5, 1284.0, 1268.5, 2800179.0, 1268.5, 0.0, 0.0, 11236.5
'CNA', 143.0, 143.8, 140.55, 26728524.0, 143.0, 0.0, 0.0, 7929.99
'ABF', 2631.0, 2667.0, 2631.0, 935360.0, 2631.0, 0.0, 0.0, 21066.45
'RDSB', 2321.0, 2352.0, 2299.0, 5793476.0, 2321.0, 0.0, 0.0, 86764.2
'GLEN', 386.35, 393.5, 386.1, 49047191.0, 386.35, 0.0, 0.0, 57075.15
'DCC', 6635.0, 6730.0, 6635.0, 220526.0, 6635.0, 0.0, 0.0, 5981.78
'WPP', 1394.0, 1401.0, 1364.5, 4930715.0, 1394.0, 0.0, 0.0, 17361.97
'RR.', 839.6, 853.2, 839.6, 3146046.0, 839.6, 0.0, 0.0, 15685.32
'RIO', 3926.0, 4017.5, 3916.5, 8609238.0, 3926.0, 0.0, 0.0, 55242.84
'RRS', 5848.0, 5942.0, 5816.0, 859597.0, 5848.0, 0.0, 0.0, 5590.2
'PRU', 1830.5, 1857.5, 1828.5, 5694339.0, 1830.5, 0.0, 0.0, 47602.87
'AZN', 4775.0, 4844.0, 4775.0, 2111095.0, 4775.0, 0.0, 0.0, 60687.47
'CPG', 1546.0, 1559.5, 1542.5, 4261626.0, 1546.0, 0.0, 0.0, 24507.43
'BDEV', 539.0, 547.8, 535.8, 6399785.0, 539.0, 0.0, 0.0, 5518.23
'SMIN', 1597.5, 1615.5, 1587.5, 1204869.0, 1597.5, 0.0, 0.0, 6327.34
'RSA', 631.4, 636.6, 630.6, 4515255.0, 631.4, 0.0, 0.0, 6464.49
'INF', 695.4, 699.8, 675.4, 5380998.0, 695.4, 0.0, 0.0, 5652.67
'AV.', 505.6, 507.2, 502.0, 10223152.0, 505.6, 0.0, 0.0, 20296.7
'SGE', 692.6, 698.8, 687.6, 2797129.0, 692.6, 0.0, 0.0, 7481.78
'AAL', 1780.6, 1824.8, 1780.6, 8212249.0, 1780.6, 0.0, 0.0, 25872.82
'ITRK', 4913.0, 4970.0, 4889.0, 375298.0, 4913.0, 0.0, 0.0, 7948.48
'EZJ', 1679.0, 1695.0, 1663.5, 2234124.0, 1679.0, 0.0, 0.0, 6669.12
'HLMA', 1205.0, 1219.0, 1205.0, 649278.0, 1205.0, 0.0, 0.0, 4599.49
'ANTO', 870.0, 900.2, 869.2, 4301536.0, 870.0, 0.0, 0.0, 8929.97
'SDR', 3449.0, 3488.0, 3449.0, 521672.0, 3449.0, 0.0, 0.0, 7844.29
'CRH', 2402.0, 2439.0, 2399.0, 2055237.0, 2402.0, 0.0, 0.0, 20360.22
'JE.', 877.0, 883.0, 871.0, 2249617.0, 877.0, 0.0, 0.0, 5941.61
'REL', 1493.0, 1502.5, 1480.0, 3704669.0, 1493.0, 0.0, 0.0, 16002.11
'MNDI', 1902.0, 1917.0, 1872.0, 1686595.0, 1902.0, 0.0, 0.0, 6953.7
'SVT', 1707.5, 1757.5, 1706.0, 1220255.0, 1707.5, 0.0, 0.0, 4146.36
'ADM', 1843.0, 2054.0, 1831.0, 3036904.0, 1843.0, 0.0, 0.0, 5499.15
'RDSA', 2301.0, 2330.5, 2287.5, 9723217.0, 2301.0, 0.0, 0.0, 104635.15
'EVR', 427.1, 437.1, 425.8, 2635213.0, 427.1, 0.0, 0.0, 6272.39
'OML', 255.3, 258.0, 255.3, 11533509.0, 255.3, 0.0, 0.0, 12709.46
'RBS', 267.7, 270.3, 267.2, 22832760.0, 267.7, 0.0, 0.0, 32112.32
'DGE', 2460.0, 2487.5, 2457.0, 6994362.0, 2460.0, 0.0, 0.0, 62403.55
'FRES', 1219.5, 1277.5, 1219.5, 1989920.0, 1219.5, 0.0, 0.0, 9380.66
'HL.', 1725.5, 1738.0, 1712.0, 859147.0, 1725.5, 0.0, 0.0, 8184.37
'HSBA', 717.1, 724.0, 714.3, 35882605.0, 717.1, 0.0, 0.0, 144194.75
'III', 939.6, 946.6, 934.6, 2520411.0, 939.6, 0.0, 0.0, 9222.28
'SHP', 3109.0, 3126.0, 3028.0, 4075805.0, 3109.0, 0.0, 0.0, 27703.46
'GKN', 437.8, 441.5, 428.0, 15046562.0, 437.8, 0.0, 0.0, 7396.5
'MRW', 225.7, 227.7, 222.2, 10036281.0, 225.7, 0.0, 0.0, 5252.81
'SBRY', 259.0, 260.5, 255.3, 10464683.0, 259.0, 0.0, 0.0, 5640.8
'PSN', 2601.0, 2630.0, 2555.0, 3185019.0, 2601.0, 0.0, 0.0, 8035.74
'CCL', 4799.0, 4833.0, 4772.0, 979401.0, 4799.0, 0.0, 0.0, 10287.46
'MDC', 591.8, 604.6, 591.8, 2400545.0, 591.8, 0.0, 0.0, 4476.54
'BT.A', 239.8, 244.6, 239.6, 42218855.0, 239.8, 0.0, 0.0, 24228.89
'DLG', 382.8, 391.2, 382.0, 12346795.0, 382.8, 0.0, 0.0, 5333.62
'TW.', 186.0, 190.35, 181.2, 34529764.0, 186.0, 0.0, 0.0, 6339.06
'IMB', 2619.0, 2639.0, 2590.0, 3624275.0, 2619.0, 0.0, 0.0, 24984.01
'SMT', 458.6, 467.4, 458.6, 3342034.0, 458.6, 0.0, 0.0, 6519.41
'PSON', 732.4, 736.8, 720.0, 8088245.0, 732.4, 0.0, 0.0, 5901.53
'STJ', 1154.5, 1173.0, 1113.5, 2667390.0, 1154.5, 0.0, 0.0, 5947.1
'AHT', 2114.0, 2128.0, 2078.0, 1960122.0, 2114.0, 0.0, 0.0, 10523.68
'SKG', 2542.0, 2550.0, 2498.0, 345995.0, 2542.0, 0.0, 0.0, 5986.49
'BKG', 3854.0, 3903.0, 3828.0, 997585.0, 3854.0, 0.0, 0.0, 5270.37
'SMDS', 479.6, 485.6, 479.6, 2949045.0, 479.6, 0.0, 0.0, 5157.89
'RB.', 5776.0, 5883.0, 5772.0, 2022360.0, 5776.0, 0.0, 0.0, 40923.51
'LGEN', 262.6, 265.3, 262.6, 20865858.0, 262.6, 0.0, 0.0, 15686.16
'TUI', 1544.5, 1558.0, 1535.0, 1515741.0, 1544.5, 0.0, 0.0, 9116.7
'BATS', 4295.5, 4402.5, 4295.5, 6176145.0, 4295.5, 0.0, 0.0, 101047.83
'LSE', 4028.0, 4080.0, 4009.0, 823898.0, 4028.0, 0.0, 0.0, 14147.14
'GFS', 262.4, 265.5, 260.7, 4252775.0, 262.4, 0.0, 0.0, 4121.03
'BARC', 213.5, 215.8, 210.9, 81046305.0, 213.5, 0.0, 0.0, 36104.01
'NG.', 740.2, 754.6, 740.1, 16674639.0, 740.2, 0.0, 0.0, 25654.49
'IHG', 4699.0, 4750.0, 4663.0, 701935.0, 4699.0, 0.0, 0.0, 8927.64
'LLOY', 68.8, 69.41, 68.69, 154031041.0, 68.8, 0.0, 0.0, 49328.81
'SLA', 368.1, 374.5, 368.1, 7652943.0, 368.1, 0.0, 0.0, 11134.27
'BA.', 579.4, 586.2, 567.6, 10317891.0, 579.4, 0.0, 0.0, 18228.37
'GSK', 1307.2, 1322.6, 1294.4, 10461074.0, 1307.2, 0.0, 0.0, 64113.48
'NXT', 4856.0, 4909.0, 4852.0, 575926.0, 4856.0, 0.0, 0.0, 7223.42
'MCRO', 2063.0, 2074.0, 2052.0, 1469135.0, 2063.0, 0.0, 0.0, 8965.89
'UU.', 666.2, 682.6, 665.8, 2815121.0, 666.2, 0.0, 0.0, 4647.75
'KGF', 357.9, 364.4, 350.0, 17359213.0, 357.9, 0.0, 0.0, 7856.01
'SKY', 1348.0, 1348.0, 1320.0, 10732690.0, 1348.0, 0.0, 0.0, 22888.71
'CRDA', 4622.0, 4636.0, 4527.0, 633304.0, 4622.0, 0.0, 0.0, 5978.37
'RTO', 289.6, 292.5, 288.2, 7146542.0, 289.6, 0.0, 0.0, 5366.85
'STAN', 810.8, 825.0, 810.4, 10861363.0, 810.8, 0.0, 0.0, 27605.86
'CCH', 2385.0, 2445.0, 2382.0, 1058983.0, 2385.0, 0.0, 0.0, 8891.95
