Ticker, Price, High, Low, Volume, Last_Close, Absolute_Change, Percentage_Change, Market_Cap
'III', 915.8, 916.0, 903.8, 189818.0, 906.0, 9.8, 1.08, 8813.7
'ABF', 2602.0, 2625.0, 2597.0, 158460.0, 2607.0, -5.0, -0.19, 20638.95
'ADM', 1843.0, 1853.0, 1835.5, 89906.0, 1845.0, -2.0, -0.11, 5254.24
'AAL', 1708.4, 1709.0, 1664.6, 1216813.0, 1687.6, 20.8, 1.23, 23704.11
'ANTO', 854.6, 857.8, 839.8, 670494.0, 842.6, 12.0, 1.42, 8306.9
'AHT', 2046.0, 2047.0, 2010.0, 392985.0, 1998.5, 47.5, 2.38, 9977.03
'AZN', 4737.5, 4759.5, 4715.0, 434447.0, 4736.0, 1.5, 0.03, 59940.74
'AV.', 500.2, 500.6, 495.1, 1955685.0, 497.5, 2.7, 0.54, 19955.75
'BA.', 578.2, 578.4, 570.4, 759295.0, 576.0, 2.2, 0.38, 18336.61
'BARC', 206.45, 207.2, 204.35, 9901584.0, 205.3, 1.15, 0.56, 34962.98
'BDEV', 545.6, 546.2, 530.8, 1042573.0, 532.4, 13.2, 2.48, 5361.14
'BKG', 3808.0, 3816.0, 3757.0, 107205.0, 3765.0, 43.0, 1.14, 5098.39
'BLT', 1428.2, 1432.6, 1404.6, 2437941.0, 1412.6, 15.6, 1.1, 29823.99
'BP.', 466.7, 468.75, 464.7, 4685984.0, 464.1, 2.6, 0.56, 91324.93
'BATS', 4177.5, 4222.5, 4176.0, 935330.0, 4220.0, -42.5, -1.01, 96969.16
'BLND', 633.0, 634.2, 626.8, 512240.0, 627.6, 5.4, 0.86, 6311.47
'BT.A', 237.5, 238.9, 235.7, 2889480.0, 236.25, 1.25, 0.53, 23531.66
'BNZL', 1957.0, 1959.5, 1948.0, 148356.0, 1950.0, 7.0, 0.36, 6545.61
'BRBY', 1654.0, 1658.0, 1639.0, 321318.0, 1634.5, 19.5, 1.19, 6980.67
'CCL', 4636.0, 4640.0, 4603.0, 112651.0, 4621.0, 15.0, 0.32, 9860.68
'CNA', 141.85, 142.0, 140.5, 7179494.0, 141.4, 0.45, 0.32, 7907.62
'CCH', 2374.0, 2379.0, 2357.0, 65566.0, 2364.0, 10.0, 0.42, 8607.93
'CPG', 1524.5, 1530.5, 1520.5, 604048.0, 1524.0, 0.5, 0.03, 24096.33
'CRH', 2451.0, 2453.0, 2394.0, 376193.0, 2399.0, 52.0, 2.17, 20050.98
'CRDA', 4493.0, 4504.0, 4437.0, 60316.0, 4456.0, 37.0, 0.83, 5854.86
'DCC', 6575.0, 6605.0, 6505.0, 47931.0, 6515.0, 60.0, 0.92, 5786.39
'DGE', 2385.0, 2392.0, 2379.5, 580221.0, 2381.5, 3.5, 0.15, 59949.19
'DLG', 373.9, 374.6, 372.0, 631687.0, 373.8, 0.1, 0.03, 5139.75
'EZJ', 1587.0, 1605.5, 1571.0, 376703.0, 1577.0, 10.0, 0.63, 6263.97
'EVR', 443.3, 448.6, 441.1, 366932.0, 444.3, -1.0, -0.23, 6362.61
'EXPN', 1524.5, 1527.5, 1518.5, 157933.0, 1520.5, 4.0, 0.26, 14154.38
'FERG', 5142.0, 5146.0, 5086.0, 47439.0, 5098.0, 44.0, 0.86, 12894.84
'FRES', 1199.5, 1206.5, 1192.0, 185932.0, 1197.5, 2.0, 0.17, 8824.3
'GFS', 254.9, 256.8, 253.2, 441913.0, 254.3, 0.6, 0.24, 3945.7
'GKN', 423.6, 427.5, 416.9, 1632245.0, 420.0, 3.6, 0.86, 7212.75
'GSK', 1293.8, 1295.4, 1289.8, 738508.0, 1290.0, 3.8, 0.29, 63434.88
'GLEN', 365.65, 368.9, 359.5, 8824383.0, 364.5, 1.15, 0.32, 52468.83
'HLMA', 1172.0, 1175.0, 1167.0, 280284.0, 1166.0, 6.0, 0.51, 4421.28
