Ticker, Price, High, Low, Volume, Last_Close, Absolute_Change, Percentage_Change, Market_Cap
'III', 916.2, 920.4, 903.8, 552945.0, 906.0, 10.2, 1.13, 8813.7
'ABF', 2595.0, 2625.0, 2584.0, 574993.0, 2607.0, -12.0, -0.46, 20638.95
'ADM', 1862.0, 1865.0, 1834.0, 365617.0, 1845.0, 17.0, 0.92, 5254.24
'AAL', 1680.2, 1710.6, 1664.6, 2640386.0, 1687.6, -7.4, -0.44, 23704.11
'ANTO', 852.2, 857.8, 839.8, 1746629.0, 842.6, 9.6, 1.14, 8306.9
'AHT', 2018.0, 2049.0, 2010.0, 1099661.0, 1998.5, 19.5, 0.98, 9977.03
'AZN', 4781.0, 4784.0, 4715.0, 1345280.0, 4736.0, 45.0, 0.95, 59940.74
'AV.', 497.0, 500.8, 495.1, 5207040.0, 497.5, -0.5, -0.1, 19955.75
'BA.', 572.6, 578.6, 570.4, 2428302.0, 576.0, -3.4, -0.59, 18336.61
'BARC', 204.35, 207.2, 204.1, 53824397.0, 205.3, -0.95, -0.46, 34962.98
'BDEV', 536.6, 546.4, 530.8, 2343168.0, 532.4, 4.2, 0.79, 5361.14
'BKG', 3783.0, 3816.0, 3757.0, 230724.0, 3765.0, 18.0, 0.48, 5098.39
'BLT', 1420.4, 1432.8, 1404.6, 5765021.0, 1412.6, 7.8, 0.55, 29823.99
'BP.', 466.4, 468.75, 463.9, 23970367.0, 464.1, 2.3, 0.5, 91324.93
'BATS', 4199.5, 4222.5, 4162.5, 1925072.0, 4220.0, -20.5, -0.49, 96969.16
'BLND', 633.4, 634.8, 626.8, 1169058.0, 627.6, 5.8, 0.92, 6311.47
'BT.A', 238.05, 238.9, 235.7, 8449227.0, 236.25, 1.8, 0.76, 23531.66
'BNZL', 1961.0, 1962.5, 1948.0, 484404.0, 1950.0, 11.0, 0.56, 6545.61
'BRBY', 1641.5, 1658.0, 1633.5, 1001145.0, 1634.5, 7.0, 0.43, 6980.67
'CCL', 4621.0, 4653.0, 4603.0, 493431.0, 4621.0, 0.0, 0.0, 9860.68
'CNA', 141.65, 142.85, 140.5, 29023371.0, 141.4, 0.25, 0.18, 7907.62
'CCH', 2381.0, 2384.0, 2357.0, 996680.0, 2364.0, 17.0, 0.72, 8607.93
'CPG', 1523.5, 1530.5, 1519.5, 1096451.0, 1524.0, -0.5, -0.03, 24096.33
'CRH', 2445.0, 2471.0, 2394.0, 1651924.0, 2399.0, 46.0, 1.92, 20050.98
'CRDA', 4418.0, 4505.0, 4415.0, 226417.0, 4456.0, -38.0, -0.85, 5854.86
'DCC', 6585.0, 6605.0, 6505.0, 144467.0, 6515.0, 70.0, 1.07, 5786.39
'DGE', 2398.0, 2400.5, 2379.5, 2026478.0, 2381.5, 16.5, 0.69, 59949.19
'DLG', 378.2, 378.4, 372.0, 3535840.0, 373.8, 4.4, 1.18, 5139.75
'EZJ', 1574.5, 1605.5, 1567.0, 966219.0, 1577.0, -2.5, -0.16, 6263.97
'EVR', 434.1, 448.6, 431.1, 1544657.0, 444.3, -10.2, -2.3, 6362.61
'EXPN', 1511.5, 1528.0, 1510.0, 648167.0, 1520.5, -9.0, -0.59, 14154.38
'FERG', 5110.0, 5152.0, 5086.0, 169140.0, 5098.0, 12.0, 0.24, 12894.84
'FRES', 1204.5, 1206.5, 1192.0, 455033.0, 1197.5, 7.0, 0.58, 8824.3
'GFS', 253.8, 256.8, 253.0, 1690900.0, 254.3, -0.5, -0.2, 3945.7
'GKN', 419.6, 427.5, 416.9, 33350658.0, 420.0, -0.4, -0.1, 7212.75
'GSK', 1303.2, 1304.6, 1289.8, 2518090.0, 1290.0, 13.2, 1.02, 63434.88
'GLEN', 361.25, 368.9, 359.5, 25029945.0, 364.5, -3.25, -0.89, 52468.83
'HLMA', 1168.0, 1175.0, 1167.0, 566710.0, 1166.0, 2.0, 0.17, 4421.28
'HMSO', 451.8, 452.2, 444.4, 2959841.0, 447.9, 3.9, 0.87, 3552.69
'HL.', 1664.0, 1695.5, 1654.0, 618839.0, 1657.0, 7.0, 0.42, 7859.46
'HSBA', 698.8, 706.1, 698.7, 12687093.0, 705.0, -6.2, -0.88, 141347.75
'IMB', 2576.0, 2599.5, 2570.5, 745310.0, 2584.0, -8.0, -0.31, 24773.09
'INF', 701.8, 704.0, 696.2, 2303297.0, 697.6, 4.2, 0.6, 5748.26
'IHG', 4466.0, 4504.0, 4441.0, 300872.0, 4454.0, 12.0, 0.27, 8462.16
'ITRK', 4833.0, 4895.0, 4829.0, 224239.0, 4873.0, -40.0, -0.82, 7864.56
'IAG', 606.4, 619.4, 605.4, 5449563.0, 615.0, -8.6, -1.4, 12620.44
'ITV', 153.45, 155.2, 151.65, 13282674.0, 153.9, -0.45, -0.29, 6195.1
'JMAT', 3032.0, 3080.0, 3027.0, 176633.0, 3030.0, 2.0, 0.07, 5864.06
'JE.', 846.6, 858.0, 843.2, 2191806.0, 849.0, -2.4, -0.28, 5765.06
'KGF', 344.6, 350.5, 344.1, 7074690.0, 347.8, -3.2, -0.92, 7537.43
'LAND', 920.0, 920.6, 911.4, 818144.0, 913.0, 7.0, 0.77, 6768.34
'LGEN', 254.6, 255.4, 252.6, 7925337.0, 253.4, 1.2, 0.47, 15090.63
'LLOY', 66.6, 67.3, 66.52, 84870931.0, 67.0, -0.4, -0.6, 47878.18
'LSE', 3891.0, 3904.0, 3837.0, 353848.0, 3837.0, 54.0, 1.41, 13389.88
'MKS', 286.9, 289.5, 286.6, 2647536.0, 286.7, 0.2, 0.07, 4658.09
'MDC', 569.4, 578.6, 566.2, 1203673.0, 574.4, -5.0, -0.87, 4234.73
'MCRO', 1992.5, 2002.0, 1981.5, 608216.0, 1988.0, 4.5, 0.23, 8652.52
'MNDI', 1904.5, 1971.5, 1892.0, 1399109.0, 1911.0, -6.5, -0.34, 7017.97
'MRW', 225.8, 227.3, 224.4, 3429339.0, 222.7, 3.1, 1.39, 5201.42
'NG.', 747.1, 747.6, 737.6, 4477526.0, 739.2, 7.9, 1.07, 25067.81
'NXT', 4709.0, 4757.0, 4690.0, 213743.0, 4680.0, 29.0, 0.62, 6882.25
'NMC', 3320.0, 3396.0, 3320.0, 238869.0, 3332.0, -12.0, -0.36, 6806.8
'OML', 248.6, 249.2, 245.5, 6544394.0, 246.0, 2.6, 1.06, 12127.73
'PPB', 8305.0, 8340.0, 8205.0, 147609.0, 8295.0, 10.0, 0.12, 6984.38
'PSON', 722.8, 729.6, 718.2, 1518776.0, 718.8, 4.0, 0.56, 5834.97
'PSN', 2644.0, 2672.0, 2583.0, 914022.0, 2584.0, 60.0, 2.32, 7974.02
'PRU', 1783.5, 1798.5, 1776.5, 1230622.0, 1790.5, -7.0, -0.39, 46297.08
'RRS', 5954.0, 5976.0, 5868.0, 233337.0, 5940.0, 14.0, 0.24, 5582.68
'RDSA', 2251.0, 2272.0, 2240.5, 2309432.0, 2249.5, 1.5, 0.07, 102226.61
'RDSB', 2270.5, 2301.5, 2265.5, 2385224.0, 2279.5, -9.0, -0.39, 85378.37
'RB.', 5657.0, 5700.0, 5621.0, 760762.0, 5690.0, -33.0, -0.58, 39865.56
'REL', 1473.5, 1478.5, 1460.5, 2449201.0, 1467.5, 6.0, 0.41, 15749.9
'RTO', 260.6, 276.5, 260.0, 3684075.0, 272.5, -11.9, -4.37, 5006.73
'RIO', 3666.5, 3708.0, 3632.0, 3311827.0, 3638.5, 28.0, 0.77, 49660.55
'RR.', 812.4, 821.6, 800.2, 4742759.0, 817.4, -5.0, -0.61, 15041.28
'RBS', 258.5, 262.4, 257.0, 9842259.0, 257.6, 0.9, 0.35, 30592.21
'RSA', 613.0, 616.4, 611.6, 2397165.0, 613.4, -0.4, -0.07, 6258.4
'SGE', 667.4, 673.2, 661.0, 1479761.0, 662.0, 5.4, 0.82, 7155.36
'SBRY', 253.0, 256.4, 252.1, 3420591.0, 253.0, 0.0, 0.0, 5537.92
